Date,Type,Title,Info,Currency,Amount,"Fees & Taxes",Net,"Tax Details",Status,"Availability Date"
"August 18, 2025",Fee,"Processing fee","Order #3770005342",USD,--,-$1.41,-$1.41,--
"August 18, 2025",Sale,"Payment for Order #3770005342","$19.37 placed in reserve until Oct 1, 2025",USD,$38.74,--,$38.74,--,"Reserve Applied","October 1, 2025"
"August 18, 2025",Fee,"Credit for listing fee","Etsy Plus listing credits",USD,--,$0.20,$0.20,--
"August 18, 2025",Fee,"Listing fee","Listing #4337130215",USD,--,-$0.20,-$0.20,--
"August 17, 2025",Fee,"Credit for Etsy Ads fee","Etsy Plus: Etsy Ads credits",USD,--,$2.00,$2.00,--
"August 17, 2025",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 16, 2025",USD,--,-$3.00,-$3.00,--
"August 16, 2025",Fee,"Credit for Etsy Ads fee","Etsy Plus: Etsy Ads credits",USD,--,$3.00,$3.00,--
"August 16, 2025",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 15, 2025",USD,--,-$3.00,-$3.00,--
"August 15, 2025",Marketing,"Etsy Plus subscription fee",,USD,--,-$10.00,-$10.00,--
"August 15, 2025",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 14, 2025",USD,--,-$3.00,-$3.00,--
"August 14, 2025",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 13, 2025",USD,--,-$3.00,-$3.00,--
"August 13, 2025",Fee,"Transaction fee: Jujutsu Kaisen Choso Curse Technique T-S...","Order #3765546322",USD,--,-$1.59,-$1.59,--
"August 13, 2025",Tax,"Sales tax paid by buyer","Order #3765546322",USD,--,-$4.88,-$4.88,--
"August 13, 2025",Sale,"Payment for Order #3765546322","$14.65 placed in reserve until Sep 27, 2025",USD,$29.30,--,$29.30,--,"Reserve Applied","September 27, 2025"
"August 13, 2025",Fee,"Processing fee","Order #3765546322",USD,--,-$1.13,-$1.13,--
"August 13, 2025",Fee,"Listing fee","Listing #4335999650",USD,--,-$0.20,-$0.20,--
"August 13, 2025",Fee,"Transaction fee: Shipping","Order #3765408532",USD,--,-$0.38,-$0.38,--
"August 13, 2025",Fee,"Transaction fee: Demon Slayer Kokushibo T-Shirt - Vintage...","Order #3765408532",USD,--,-$1.79,-$1.79,--
"August 13, 2025","Buyer Fee","Colorado Retail Delivery Fee (paid by buyer)","Order #3765408532",USD,--,-$0.28,-$0.28,--
"August 13, 2025",Tax,"Sales tax paid by buyer","Order #3765408532",USD,--,-$1.71,-$1.71,--
"August 13, 2025",Fee,"Processing fee","Order #3765408532",USD,--,-$1.31,-$1.31,--
"August 13, 2025",Sale,"Payment for Order #3765408532","$17.65 placed in reserve until Sep 27, 2025",USD,$35.29,--,$35.29,--,"Reserve Applied","September 27, 2025"
"August 13, 2025",Fee,"Listing fee","Listing #4338997211",USD,--,-$0.20,-$0.20,--
"August 13, 2025",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 12, 2025",USD,--,-$2.99,-$2.99,--
"August 13, 2025",Fee,"Transaction fee: Shipping","Order #3769091465",USD,--,-$0.36,-$0.36,--
"August 13, 2025",Fee,"Transaction fee: Jujutsu Kaisen Choso Curse Technique T-S...","Order #3769091465",USD,--,-$1.59,-$1.59,--
"August 13, 2025",Tax,"Sales tax paid by buyer","Order #3769091465",USD,--,-$2.47,-$2.47,--
"August 13, 2025",Fee,"Processing fee","Order #3769091465",USD,--,-$1.22,-$1.22,--
"August 13, 2025",Sale,"Payment for Order #3769091465","$16.20 placed in reserve until Sep 26, 2025",USD,$32.40,--,$32.40,--,"Reserve Applied","September 26, 2025"
"August 13, 2025",Fee,"Listing fee","Listing #4335999650",USD,--,-$0.20,-$0.20,--
"August 12, 2025",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 11, 2025",USD,--,-$3.00,-$3.00,--
"August 11, 2025",Deposit,"$51.85 sent to your bank account",,USD,--,--,--,--
"August 11, 2025",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 10, 2025",USD,--,-$3.00,-$3.00,--
"August 11, 2025",Fee,"Transaction fee: Shipping","Order #3763024834",USD,--,-$0.39,-$0.39,--
"August 11, 2025",Fee,"Transaction fee: JJK Choso Shirt - Vintage Acid Washed Ov...","Order #3763024834",USD,--,-$1.77,-$1.77,--
"August 11, 2025",Tax,"Sales tax paid by buyer","Order #3763024834",USD,--,-$1.63,-$1.63,--
"August 11, 2025",Sale,"Payment for Order #3763024834","$17.41 placed in reserve until Sep 25, 2025",USD,$34.81,--,$34.81,--,"Reserve Applied","September 25, 2025"
"August 11, 2025",Fee,"Processing fee","Order #3763024834",USD,--,-$1.29,-$1.29,--
"August 11, 2025",Fee,"Listing fee","Listing #4337684508",USD,--,-$0.20,-$0.20,--
"August 10, 2025",Fee,"Transaction fee: Shipping","Order #3762730760",USD,--,-$1.81,-$1.81,--
"August 10, 2025",Fee,"Transaction fee: JJK Choso Shirt - Vintage Acid Washed Ov...","Order #3762730760",USD,--,-$1.77,-$1.77,--
"August 10, 2025",Tax,"Sales tax paid by buyer","Order #3762730760",USD,--,-$10.47,-$10.47,--
"August 10, 2025",Fee,"Processing fee","Order #3762730760",USD,--,-$2.22,-$2.22,--
"August 10, 2025",Sale,"Payment for Order #3762730760",,USD,$65.55,--,$65.55,--
"August 10, 2025",Fee,"Listing fee","Listing #4337684508",USD,--,-$0.20,-$0.20,--
"August 10, 2025",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 9, 2025",USD,--,-$2.99,-$2.99,--
"August 9, 2025",Marketing,"Fee for sale made through Offsite Ads","Order #3761742274",USD,--,-$4.98,-$4.98,--
"August 9, 2025",Fee,"Transaction fee: Shipping","Order #3761742274",USD,--,-$0.39,-$0.39,--
"August 9, 2025",Fee,"Transaction fee: JJK Choso Shirt - Vintage Acid Washed Ov...","Order #3761742274",USD,--,-$1.77,-$1.77,--
"August 9, 2025",Tax,"Sales tax paid by buyer","Order #3761742274",USD,--,-$2.51,-$2.51,--
"August 9, 2025",Fee,"Processing fee","Order #3761742274",USD,--,-$1.32,-$1.32,--
"August 9, 2025",Sale,"Payment for Order #3761742274",,USD,$35.69,--,$35.69,--
"August 9, 2025",Fee,"Listing fee","Listing #4337684508",USD,--,-$0.20,-$0.20,--
"August 9, 2025",Fee,"Transaction fee: Shipping","Order #3761220330",USD,--,-$0.39,-$0.39,--
"August 9, 2025",Fee,"Transaction fee: Jujutsu Kaisen Choso Curse Technique T-S...","Order #3761220330",USD,--,-$1.59,-$1.59,--
"August 9, 2025",Tax,"Sales tax paid by buyer","Order #3761220330",USD,--,-$2.08,-$2.08,--
"August 9, 2025",Fee,"Processing fee","Order #3761220330",USD,--,-$1.23,-$1.23,--
"August 9, 2025",Sale,"Payment for Order #3761220330","$16.26 placed in reserve until Sep 23, 2025",USD,$32.52,--,$32.52,--,"Reserve Applied","September 23, 2025"
"August 9, 2025",Fee,"Listing fee","Listing #4335999650",USD,--,-$0.20,-$0.20,--
"August 9, 2025",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 8, 2025",USD,--,-$2.98,-$2.98,--
"August 8, 2025",Fee,"Transaction fee: Shipping","Order #3765261989",USD,--,-$0.36,-$0.36,--
"August 8, 2025",Fee,"Transaction fee: Demon Slayer Uzui - Vintage Acid Washed ...","Order #3765261989",USD,--,-$1.74,-$1.74,--
"August 8, 2025",Fee,"Processing fee","Order #3765261989",USD,--,-$1.22,-$1.22,--
"August 8, 2025",Sale,"Payment for Order #3765261989",,USD,$32.28,--,$32.28,--
"August 8, 2025",Fee,"Listing fee","Listing #4340696647",USD,--,-$0.20,-$0.20,--
"August 8, 2025",Fee,"Transaction fee: Shipping","Order #3765193507",USD,--,-$0.37,-$0.37,--
"August 8, 2025",Fee,"Transaction fee: JJK Choso Shirt - Vintage Acid Washed Ov...","Order #3765193507",USD,--,-$1.77,-$1.77,--
"August 8, 2025",Tax,"Sales tax paid by buyer","Order #3765193507",USD,--,-$2.38,-$2.38,--
"August 8, 2025",Fee,"Processing fee","Order #3765193507",USD,--,-$1.31,-$1.31,--
"August 8, 2025",Sale,"Payment for Order #3765193507",,USD,$35.24,--,$35.24,--
"August 8, 2025",Fee,"Listing fee","Listing #4337684508",USD,--,-$0.20,-$0.20,--
"August 8, 2025",Fee,"Transaction fee: Shipping","Order #3760333614",USD,--,-$0.37,-$0.37,--
"August 8, 2025",Fee,"Transaction fee: JJK Choso Anime Tee - Vintage Acid Washe...","Order #3760333614",USD,--,-$1.89,-$1.89,--
